"trf","logFC","logCPM","LR","PValue","FDR","log2FC","isSg","miR"
"miR-16-5p",0.112978525708498,8.86809496463845,0.512477463477267,0.47406834337481,0.884389029580182,0.162976658898269,"N.S.","miR-16-5p"
"miR-299a-5p",0.197985742932629,2.86700151561878,0.510271887327502,0.47502118182691,0.884389029580182,0.285603433841096,"N.S.","miR-299a-5p"
"miR-1981-3p",0.174740021277966,3.31830017593544,0.495609332015534,0.481435722865237,0.891477487417477,0.252070423694274,"N.S.","miR-1981-3p"
"miR-181d-5p",-0.110558052182015,9.12412491981025,0.492708841604194,0.482721434234791,0.891477487417477,-0.159485015811019,"N.S.","miR-181d-5p"
"miR-369-5p",-0.110065295853652,9.09466412200833,0.486863337839022,0.485329843943415,0.892695054321622,-0.158774192408572,"N.S.","miR-369-5p"
"miR-331-3p",0.146930067291373,4.16026833449479,0.481611563293848,0.487693250100598,0.893454034184295,0.211953300936417,"N.S.","miR-331-3p"
"miR-410-3p",-0.109909444483119,7.76347373566844,0.468884858556091,0.4935006335275,0.894715370578486,-0.158549369722181,"N.S.","miR-410-3p"
"miR-26a-2-3p",0.148154703787833,3.99787880693639,0.468018082857698,0.493900358801632,0.894715370578486,0.213719894749766,"N.S.","miR-26a-2-3p"
"miR-12194-3p",-0.231429246392889,2.15005983951119,0.46727746912573,0.494242333529164,0.894715370578486,-0.333847207793937,"N.S.","miR-12194-3p"
"miR-339-3p",-0.152902128752378,3.7109749763585,0.450289417999327,0.502197546412515,0.905358890652215,-0.220568271060572,"N.S.","miR-339-3p"
"miR-1298-5p",-0.115564794402513,5.93151244468623,0.446345880588569,0.504075364882783,0.905358890652215,-0.166707469051089,"N.S.","miR-1298-5p"
"miR-181a-1-3p",0.127134454081592,4.78611590467072,0.435829953127247,0.509142057131626,0.910886961587049,0.18339722904983,"N.S.","miR-181a-1-3p"
"let-7f-1-3p",-0.215799530936281,2.23707287046484,0.427836581306751,0.513052418632183,0.912509595622207,-0.311300632781788,"N.S.","let-7f-1-3p"
"miR-328-3p",-0.101438751935647,12.0827254055189,0.424856930733114,0.51452342580714,0.912509595622207,-0.14633001067776,"N.S.","miR-328-3p"
"miR-127-3p",-0.100826942546522,13.4348473915954,0.419837047980621,0.517018365346759,0.912509595622207,-0.145447447823476,"N.S.","miR-127-3p"
