"trf","logFC","logCPM","LR","PValue","FDR","log2FC","isSg","mir"
"mmu-miR-484",0.426504266692288,7.69389603875265,0.673153401807197,0.411954343318472,0.779913871186261,0.615251791926485,"N.S.","mmu-miR-484"
"mmu-miR-323-3p",-0.42304173034407,9.19291858718135,0.67014415994786,0.41300135083737,0.779913871186261,-0.610256925850763,"N.S.","mmu-miR-323-3p"
"mmu-miR-126a-5p",0.422884044502614,7.00369268423192,0.663408418991889,0.415359215875152,0.779913871186261,0.610029456856679,"N.S.","mmu-miR-126a-5p"
"mmu-miR-152-5p",0.429151645741781,4.61180768253104,0.659961918026857,0.416573387965801,0.779913871186261,0.619070756544919,"N.S.","mmu-miR-152-5p"
"mmu-miR-219a-1-3p",0.457858092886318,2.90589770451435,0.654839625215491,0.418387682958639,0.779913871186261,0.660481111434198,"N.S.","mmu-miR-219a-1-3p"
"mmu-miR-493-5p",-0.417794837313274,8.0922359639458,0.652934959037644,0.419065305504581,0.779913871186261,-0.602688044150519,"N.S.","mmu-miR-493-5p"
"mmu-miR-574-5p",-0.42114544963581,7.45905269963726,0.652908468575142,0.419074741525651,0.779913871186261,-0.607521454731564,"N.S.","mmu-miR-574-5p"
"mmu-miR-1193-5p",-0.46681861187533,2.80423486934467,0.651268760115846,0.419659429667816,0.779913871186261,-0.673407067386143,"N.S.","mmu-miR-1193-5p"
"mmu-miR-132-5p",-0.419264809203652,7.25705784909273,0.648025581492689,0.420819471366143,0.779913871186261,-0.604808545421585,"N.S.","mmu-miR-132-5p"
"mmu-miR-340-5p",0.414346357525576,8.9755648405241,0.646708549832526,0.421291922718424,0.779913871186261,0.597713455302303,"N.S.","mmu-miR-340-5p"
"mmu-miR-690",-0.425462371997426,4.58688916937607,0.646471841999204,0.421376919574923,0.779913871186261,-0.613748811468672,"N.S.","mmu-miR-690"
"mmu-miR-339-5p",0.425153674618967,4.62763067470301,0.644484703402102,0.422091471488333,0.779913871186261,0.613303501468063,"N.S.","mmu-miR-339-5p"
"mmu-miR-149-5p",-0.412271827222077,9.96623259195909,0.633000553446401,0.42625682266908,0.784382431878757,-0.594720851039438,"N.S.","mmu-miR-149-5p"
"mmu-let-7f-1-3p",0.465519990867378,2.33500263418085,0.625496453032306,0.429012072759293,0.785291231241275,0.671533747551918,"N.S.","mmu-let-7f-1-3p"
"mmu-miR-676-5p",-0.409490746457283,7.05146120821029,0.622152172485996,0.430248647851567,0.785291231241275,-0.590709015619123,"N.S.","mmu-miR-676-5p"
"mmu-miR-3081-3p",0.473904097319614,2.52321232514017,0.612564829254787,0.433823737742551,0.788610762131195,0.683628202218094,"N.S.","mmu-miR-3081-3p"
"mmu-miR-700-3p",-0.40195309587085,6.43007834614324,0.60073769610263,0.438296699950759,0.791176412076209,-0.579835612015954,"N.S.","mmu-miR-700-3p"
"mmu-miR-409-5p",-0.401613158535093,7.80185020177405,0.59858686395464,0.439117710003555,0.791176412076209,-0.579345236956897,"N.S.","mmu-miR-409-5p"
"mmu-miR-148b-5p",0.414629812999332,4.03387751337946,0.594923850949651,0.440521387570272,0.791176412076209,0.598122352707979,"N.S.","mmu-miR-148b-5p"
"mmu-miR-488-3p",-0.399420307517323,6.21011844120992,0.585413326157008,0.444198258138463,0.794601664956852,-0.576181949685297,"N.S.","mmu-miR-488-3p"
"mmu-miR-344c-3p",-0.455859055849823,2.29157047058959,0.575347984808911,0.448141561336963,0.79639346915669,-0.657597409640616,"N.S.","mmu-miR-344c-3p"
"mmu-miR-1843b-5p",-0.392711202584692,10.3390706732645,0.573813949568262,0.448747322264237,0.79639346915669,-0.566503760850198,"N.S.","mmu-miR-1843b-5p"
"mmu-miR-487b-3p",-0.391450330924252,6.33297430010558,0.565058374611489,0.452229296044149,0.796642525844591,-0.564684896165697,"N.S.","mmu-miR-487b-3p"
"mmu-miR-3474",-0.436490973287693,2.45927256938616,0.564541475984425,0.452436178374991,0.796642525844591,-0.629658070147143,"N.S.","mmu-miR-3474"
"mmu-miR-329-5p",-0.380786267769162,7.10891372049648,0.542998203597071,0.461192822946292,0.806682664447934,-0.549301500317702,"N.S.","mmu-miR-329-5p"
"mmu-miR-103-3p",0.379303520919859,10.0450008748245,0.541694052829863,0.461731502813183,0.806682664447934,0.547162570587686,"N.S.","mmu-miR-103-3p"
"mmu-miR-410-3p",-0.378559997308864,7.52223070392661,0.528877074881009,0.467079343431265,0.812862888374566,-0.546090003981138,"N.S.","mmu-miR-410-3p"
"mmu-miR-27a-5p",0.368540630985319,7.06241841650568,0.51037351232946,0.474977210150438,0.819782997425898,0.531636612618053,"N.S.","mmu-miR-27a-5p"
"mmu-let-7k",-0.41399237256796,2.51245831053496,0.508330203290107,0.475862593062231,0.819782997425898,-0.597202815910165,"N.S.","mmu-let-7k"
"mmu-let-7g-5p",0.36887735663434,14.5071266364246,0.506786898648443,0.476533100953584,0.819782997425898,0.532122354673002,"N.S.","mmu-let-7g-5p"
"mmu-miR-132-3p",0.371918786439806,4.60385782411445,0.495615442067443,0.481433020381886,0.825051244852927,0.536509755418941,"N.S.","mmu-miR-132-3p"
"mmu-miR-331-5p",-0.367735010586053,4.36480885933184,0.48150314390245,0.487742241988082,0.832685424534787,-0.530474468571746,"N.S.","mmu-miR-331-5p"
"mmu-miR-490-5p",-0.364696482946112,5.11262837781978,0.464392851704353,0.495578092363387,0.837014219813056,-0.526091254331499,"N.S.","mmu-miR-490-5p"
"mmu-miR-547-3p",-0.358197365100257,5.41263319302984,0.463284031058538,0.496093163091808,0.837014219813056,-0.516715981414268,"N.S.","mmu-miR-547-3p"
"mmu-miR-28a-5p",0.347424654927213,7.0508762180003,0.452538775644838,0.501131789504926,0.837014219813056,0.501175857304205,"N.S.","mmu-miR-28a-5p"
"mmu-miR-504-5p",0.363632819882863,4.14460658361486,0.452302932691052,0.501243352387849,0.837014219813056,0.524556872012782,"N.S.","mmu-miR-504-5p"
"mmu-miR-5129-3p",-0.369571563058599,3.32879551995846,0.446587478999294,0.503959976892228,0.837014219813056,-0.533123778995917,"N.S.","mmu-miR-5129-3p"
"mmu-miR-195a-5p",0.344797333789068,7.79956669631891,0.445546535579453,0.504457456198086,0.837014219813056,0.497385827134644,"N.S.","mmu-miR-195a-5p"
"mmu-miR-1193-3p",-0.359205228510537,4.03361631259834,0.444537764657595,0.504940362050081,0.837014219813056,-0.518169870197142,"N.S.","mmu-miR-1193-3p"
"mmu-miR-1843a-5p",-0.344598741471181,10.7069996684376,0.444014403683298,0.505191210622134,0.837014219813056,-0.497099348688858,"N.S.","mmu-miR-1843a-5p"
"mmu-miR-29b-1-5p",-0.375706011771348,2.92623581488562,0.43962415567685,0.507303915197991,0.83742447766139,-0.541973000112204,"N.S.","mmu-miR-29b-1-5p"
"mmu-miR-125b-2-3p",-0.337437667744611,6.67162487726899,0.424926672654816,0.514488911376137,0.84474950342866,-0.486769174323761,"N.S.","mmu-miR-125b-2-3p"
"mmu-miR-8114",0.370103873567713,2.85036604102453,0.422878622644971,0.515504151312812,0.84474950342866,0.533891661102076,"N.S.","mmu-miR-8114"
"mmu-let-7b-5p",-0.332649353381905,13.921940214298,0.418038164940981,0.517917588558421,0.845378791984177,-0.479861813197435,"N.S.","mmu-let-7b-5p"
"mmu-miR-423-5p",-0.328947722004488,9.34688702929517,0.40806132543322,0.522955143655349,0.845378791984177,-0.474522041673765,"N.S.","mmu-miR-423-5p"
