,Ester_24h_CNT_F_T_S29_R1_001.flexbar_q.fastq,Ester_24h_CNT_F_T_S30_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_T_S41_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_T_S42_R1_001.flexbar_q.fastq,Ester_24h_LPS_F_T_S31_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_T_S43_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_T_S44_R1_001.flexbar_q.fastq,Ester_24h_PS_F_T_S32_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_T_S25_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_T_S26_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_T_S37_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_T_S38_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_T_S27_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_T_S28_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_T_S39_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_T_S40_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_T_S33_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_T_S34_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_T_S45_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_T_S46_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_T_S35_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_T_S36_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_T_S47_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_T_S48_R1_001.flexbar_q.fastq
tRF-40-2VR0PSR9593J2426,0,1,1,0,1,1,0,0,0,0,1,2,1,0,1,0,0,1,0,0,1,0,0,0
tRF-40-309MUKLY5Z1IK3JZ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
tRF-40-34HWH3RXSINHZ4PV,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-389MV47P596VW631,0,0,0,0,3,0,0,2,0,2,2,3,0,2,6,0,2,1,1,0,2,3,0,1
tRF-40-3IRW18V6XO59KNNV,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0
tRF-40-3JVIJMRPFQ5DWXH9,4,6,1,3,2,5,3,7,1,6,1,9,2,7,4,17,14,12,5,4,4,10,2,6
tRF-40-3JVIJMRPFQRDWXHR,7,9,2,4,3,3,7,4,7,3,3,11,1,6,3,9,10,11,8,5,4,5,5,8
tRF-40-45LSM1M3WE8SSP6D,1,0,1,1,2,1,0,0,2,0,0,2,0,1,0,4,0,0,0,0,0,0,3,0
tRF-40-4R94SX73V2Y8L981,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-40-60MV9JKL0653L45S,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-40-6N38Z90668K87SER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-40-6RJ89O9NF5W8EZOM,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0
tRF-40-6SXMSL73VL4YMY91,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,2,2,0,2,0,0,0,0
tRF-40-7673FEWS3V2VR0PS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
tRF-40-79MP9P9NH57S362V,0,1,3,0,2,3,5,0,2,0,0,0,1,1,1,0,3,5,2,0,2,5,2,1
tRF-40-7RI3SERXPIN24YDR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-81JJ6RRNLIK898O1,7,6,4,5,5,6,3,6,6,5,5,10,0,3,4,7,4,6,2,1,5,1,5,2
tRF-40-81PV6RRNLNK88KO1,9,2,3,6,5,2,4,20,0,2,3,10,0,3,3,20,2,2,2,8,4,3,1,4
tRF-40-83ML5F924ZDRJKW4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
tRF-40-83ML5FX24ZD7JKW4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-86J8WPMN1E8Y7Z2R,12,9,4,4,15,3,8,7,7,6,5,3,9,7,7,10,13,24,8,5,17,12,1,0
tRF-40-86V8WPMN1E8Y7Z2R,5,3,1,4,7,0,3,5,3,3,3,7,4,3,7,8,9,16,0,3,7,8,0,4
tRF-40-87R8WP9N1EWJQ72S,45,43,21,10,77,33,46,25,15,27,30,38,41,27,30,33,46,48,26,23,57,64,13,11
tRF-40-8HM2OSRN2NKSEK51,10,2,2,1,3,4,5,5,3,4,5,7,0,4,8,9,3,2,2,4,6,4,1,3
tRF-40-8HM2OSRNLNKSEK51,45,13,9,12,21,11,15,21,6,8,25,39,5,6,17,75,17,20,19,20,18,23,4,13
tRF-40-8LHYD33U7SB7J0RJ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-8LHYD3MU7SH725RJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-915HSX1HN2Y0QR17,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-96L85DMKYUYRLHR0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1
tRF-40-9EDJI83RUJJKIWRN,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-40-9NF5W8E7OMJHHS19,2,0,0,0,1,0,0,2,4,2,0,0,0,1,2,0,1,3,1,0,2,3,0,3
tRF-40-9NJ4S2I7L7P5QK11,1,1,2,1,0,1,3,0,0,0,1,0,0,3,2,0,2,0,0,0,0,0,1,2
tRF-40-9O9NF5W8E7OMJHHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-D7OK8Y19O182RK26,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-D7OKW4195R8FMK26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tRF-40-D8YJE76INB8PLML3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-EFOK8YR951K36D26,3,0,6,5,6,1,4,7,4,2,3,1,0,4,5,0,2,0,0,2,2,0,4,1
tRF-40-EHBK8RR9ODMJ6B26,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,2,0
tRF-40-F8DHXY6RHDK2RSI2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0
tRF-40-FIO2WO1M38YO8SRZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
tRF-40-FIO2WO1M38YU8SRZ,0,1,0,0,1,2,0,1,2,1,0,0,1,1,1,0,1,2,1,2,0,0,2,0
tRF-40-FMF0QV7NLE2WMK81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-HDQMXIE282FN4KYU,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-I2UKJ6P9M0NK5Y93,1,0,0,1,0,0,1,0,0,2,0,2,0,0,1,0,0,0,0,0,3,0,0,2
tRF-40-I2UKJYP940KK5Y93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-I2UKM7OZMEJB5Y13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-I2VHJYOZ4E8BRY93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
tRF-40-I3VF4YO9XEKJ5R5N,0,2,0,1,1,0,1,0,2,1,1,3,0,0,2,2,0,0,0,0,0,2,0,0
tRF-40-I89NJ4S2I7L7P5QK,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
tRF-40-J4S2I7L7P5QK11M3,2,2,0,0,1,0,0,2,0,0,0,1,0,0,3,1,2,2,0,1,1,0,0,0
tRF-40-J9ZH0SR9593KMH26,64,47,39,25,44,41,76,62,22,55,51,51,13,44,79,53,84,94,65,28,53,38,35,44
tRF-40-K5I34JRX6N38Z906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
tRF-40-KHM26RRNLNK8KEP1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-KNNVORRNLNK8QJP1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
tRF-40-KQWYL1M3WE8S68L5,0,4,0,1,0,0,1,1,2,1,0,2,0,0,1,1,2,0,1,0,1,2,1,0
tRF-40-L981PV6RRNLNK88K,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
tRF-40-MBQ4NKKQBRFKWE6M,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,1,0,0,1,1
tRF-40-ML5FX24ZD7JKW4R9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
tRF-40-MNH5SYNX2VF0S7RN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-MQ18Y3E7QN7JLP21,1,4,1,1,0,0,0,1,1,1,2,0,1,0,0,0,1,1,2,0,0,1,0,0
tRF-40-NB8PLML38BWS7209,1,0,1,0,0,2,2,0,0,0,1,1,0,2,2,0,0,1,1,2,0,0,0,2
tRF-40-NMEH623K7SIR3DR2,1,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-P4R8YP9LON4VN1EH,0,1,1,0,0,0,1,0,0,1,0,2,1,1,1,0,1,0,2,0,2,2,1,0
tRF-40-PNR8YP9LON4VN1EH,22,11,1,4,13,6,14,9,7,10,6,12,11,2,3,10,14,20,4,6,16,21,6,5
tRF-40-PS5P4PW3FJHPEZUM,0,0,0,1,1,0,0,0,0,0,2,1,0,0,1,1,0,0,0,1,0,0,0,1
tRF-40-PSQP4PW3FJI007UM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tRF-40-PSQP4PW3FJI0E7UM,7,4,6,4,48,3,8,1,2,6,4,11,6,7,4,3,6,6,2,5,7,6,7,4
tRF-40-PSQP4PW3FJIKE7UM,4,3,9,1,26,4,4,4,2,5,4,2,12,8,2,4,5,4,1,2,6,3,1,0
tRF-40-PW5SVP9N15WV7W6S,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-Q1Q89P9L8422YRI7,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0
tRF-40-Q2FWQ8P6U1J0SU9E,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0
tRF-40-Q3V6M7QZ0HJBRR93,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-40-Q72S3HPSR95933JK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tRF-40-R29P4P9L5HJVZVIL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-R918VBY9PYKHM26R,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0
tRF-40-R9J89O9NF5W8E7OM,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0
tRF-40-R9JP9PMNH5SYNX2V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-RR50SRRN2EK8E0KR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-RV50SRRN2EK8E0KR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-40-RZ81JJ6RRNLIK898,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-40-S5QKF1R38E8RO86J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-40-S5QKF1R3WE8RO86J,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-40-S8V0J8O9YEKPRS93,2,1,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
tRF-40-S8V0JUO9YE4PRS93,7,3,1,2,2,0,5,1,0,2,2,2,0,3,2,1,0,0,3,0,4,3,0,0
tRF-40-U1O0789NLJK1JKE1,182,127,86,83,130,122,158,110,75,117,159,161,53,109,162,151,255,270,136,83,141,133,99,143
tRF-40-U1O0I89NLJK1JKE1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
tRF-40-UD10H7RNLEKPM43R,2,0,0,1,1,3,0,0,0,1,2,0,0,1,0,2,2,2,3,0,0,0,0,0
tRF-40-UD10H7RNLEKPMK3R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-40-UDL0H5RNLDKW343R,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
tRF-40-UDL0HVRNLDKW343R,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,1,0,0
tRF-40-UIO0789NLJK1JKE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
tRF-40-UMJYX9X5Q4R9OMKM,5,5,2,1,1,3,7,2,2,1,0,0,4,3,3,0,2,5,3,1,1,3,1,3
tRF-40-UMJYXZX5Q4R9OMKM,3,0,4,2,1,2,0,3,1,0,1,0,5,0,4,1,4,0,2,4,4,1,0,1
tRF-40-UMX0S75NLD4P1KP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tRF-40-UMX0SW5NLM45EKP1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-40-VDX0HXD3KY7SHRRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-40-W3FJI0E7UM8KSWRN,7,6,4,2,1,4,3,3,4,0,3,6,0,0,1,0,5,5,2,1,0,0,2,3
tRF-40-W3FJIKE7UMKKSWRN,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,2,1,2,0,0,0,0,0,2
tRF-40-WUH6QE30YOH9R8B7,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
tRF-40-XEKJ5R5N2E489B3R,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,1,0,0,0,0,1,1
tRF-40-XENDBP1IUUK7VZ0R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
tRF-40-Y5KKM1M3WD8S746D,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
tRF-40-YDLBRY73W0K5KKOV,24,20,14,10,24,15,29,15,13,22,28,22,7,10,23,16,26,24,22,14,18,21,12,16
tRF-40-YEN0RR1380877S6V,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1
tRF-40-YRI7XUK87SIRMJ6V,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0
tRF-40-YSV4V47Q2WW18FLU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-40-Z3R918VBY9PYKHM2,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,1,0,0,0,2,1,1,0
tRF-40-ZRS3S3RX8HYV45EH,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4
tRF-41-0HJBRR93W0K67205D,4,4,7,3,10,6,5,25,2,9,5,11,0,8,4,1,0,6,0,4,1,6,4,1
tRF-41-18X3HRL7S5QKF1R3E,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
tRF-41-18XJHJX78OP3X1M3E,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
tRF-41-1E8Y7Z2R1HPSR9O9D,1,2,0,4,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2
tRF-41-1SS2P46INO86RM7KE,1,0,2,1,0,0,0,1,0,1,2,0,0,0,0,0,2,0,0,0,0,1,0,0
tRF-41-1SS2P4FINOW6RM7KE,2,6,1,0,1,3,2,7,0,1,6,6,2,1,2,5,3,2,10,2,2,1,2,3
tRF-41-1SS2PMFIZOWURMJKE,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
tRF-41-2VF0S7RNLJKP9BK1B,0,0,0,0,0,1,0,2,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1
tRF-41-2VO0SRMNLB3KMB01B,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
tRF-41-45LSM1M3WE8SSP6DD,9,2,6,0,4,4,1,2,3,2,3,6,5,9,4,34,1,3,3,3,3,5,2,6
tRF-41-4PW3FJI0E7UM8KSW0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-41-6RJ89O9NF5W8EZOMD,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
tRF-41-7383RPD9W1X6L85JD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
tRF-41-79MP9P9NH57S362V0,4,3,3,1,6,2,3,6,5,5,3,6,2,11,1,4,12,5,0,0,7,13,6,0
tRF-41-79MP9P9NH57S3O2V0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-41-7RI3SERXPIN24YDRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-41-7Z2R1HPSR9O9337KB,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-41-81JJ6RRNLIK898O1B,18,18,12,2,6,31,3,8,3,11,6,3,0,19,15,7,11,7,15,5,3,8,18,13
tRF-41-81PV6RRNLNK88KO1B,20,7,9,5,8,11,2,56,4,7,5,10,4,10,11,4,3,6,3,2,3,1,3,3
tRF-41-83RPD9W1X6L85J3KE,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
tRF-41-86J8WPMN1E8Y7Z2RB,2,0,1,0,1,1,2,2,0,0,2,2,1,0,1,3,4,11,4,0,8,2,0,0
tRF-41-86V8WPMN1E8Y7Z2RB,1,2,0,0,3,0,1,0,0,1,2,1,0,1,0,2,0,2,0,0,0,0,0,0
tRF-41-87R8WP9I1EWJQZ2SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-41-87R8WP9N1EWJQ72SD,2,5,0,2,3,4,3,4,0,2,2,6,0,2,1,1,8,11,3,2,3,6,3,2
tRF-41-897PVP941QKS3W2V0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-41-8HM2OSRN2NKSEK51B,5,5,3,5,2,2,6,5,3,6,9,3,1,5,5,6,7,5,2,2,2,10,7,1
tRF-41-8HM2OSRNLNKSEK51B,50,51,42,31,23,17,37,40,13,13,65,82,12,27,53,53,49,51,41,18,49,59,35,37
tRF-41-8WI26WRNLEK5YY01B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tRF-41-96L85DMKYOYRLHR0D,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-41-96L85DMKYUYRLHR0D,1,0,1,4,1,1,5,2,0,0,1,0,1,0,1,5,3,1,0,1,2,1,2,0
tRF-41-9LQ4PUQ340QI6NDJE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tRF-41-9NJ4S2I7L7P5QK11D,10,7,12,6,9,7,4,11,8,4,3,10,1,5,10,3,12,14,2,6,7,11,10,8
tRF-41-D8H0PMF732Q86N7KE,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,2
tRF-41-D8YJE76INB8PLML3E,1,0,0,3,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-41-DRI8RZKSLP7SDRXSB,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tRF-41-F8YMEMXZU5P21MNKE,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-41-HENBRRX3WB365K65D,6,1,0,0,6,4,0,4,0,1,0,6,0,0,0,1,0,1,1,2,1,0,2,0
tRF-41-HENBRSX3WE362865D,3,0,0,0,0,3,2,1,0,2,0,1,0,0,1,0,0,4,0,0,1,0,1,0
tRF-41-I2UKJ6P9M0NK5Y93E,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
tRF-41-I3VF4YO9XEKJ5R5ND,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
tRF-41-JHOJ7IR1JOKP1M58B,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-41-JMRPFQ5DWXH913M80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
tRF-41-JMRPFQJDZXHY13KK0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-41-JOWU1MN0YU09FKRFD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-41-JY7383RPD9W1X6L80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tRF-41-K5I34JRX6N38Z9060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-41-K84J83ML5F924ZDRD,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,1
tRF-41-K84J83ML5FX24ZD7D,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
tRF-41-KHM26RRNLNK8KEP1B,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
tRF-41-KNNVORRNLNK8QJP1B,1,1,3,0,0,0,1,3,0,1,1,3,2,0,2,0,2,1,0,3,0,1,2,0
tRF-41-KQWYL1M3WE8S68L5D,10,9,1,5,8,3,7,7,1,7,13,3,4,2,5,3,16,12,2,3,3,5,4,5
tRF-41-KY7343RX6NMH490VD,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2
tRF-41-L981PV6RRNLNK88K0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-41-M0NK5Y93W086W8SVD,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-41-MBQ4NKKQBRFKWE6ME,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0,0,0,3,0,0
tRF-41-MQ18Y3E7QN7JLP21E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-41-NB8PLML38BWS7209D,0,0,1,0,0,1,0,1,0,1,1,1,1,1,3,0,3,0,0,0,1,3,1,0
tRF-41-O9XEKJ5R5N2E489BD,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-41-P4R8YP9LON4VN1EH0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-41-P5QK11M3WE8SPOX5D,3,0,1,1,1,2,1,0,4,0,0,1,1,0,0,2,1,1,0,1,1,0,2,0
tRF-41-PNR8YP9LON4VN1EH0,4,1,3,1,1,0,3,1,0,0,1,4,0,2,2,2,2,1,0,1,5,0,1,4
tRF-41-PS5P4PW3FJHPEZUME,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
tRF-41-PSQP4PW3FJI0E7UME,19,6,13,4,181,12,21,8,11,6,8,10,37,14,16,18,34,25,4,8,14,25,9,2
tRF-41-PSQP4PW3FJIKE7UMD,4,9,4,3,18,4,4,3,2,3,6,6,9,6,5,5,9,15,3,0,6,7,3,4
tRF-41-PSQP4PW3FJIKE7UME,2,0,1,1,2,1,1,0,0,1,0,1,0,0,2,1,0,1,2,0,0,2,1,0
tRF-41-Q72S3HPSR95933JKB,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-41-R918VBY9PYKHM26R0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
tRF-41-R9J89O9NF5W8E7OMD,4,0,2,0,0,1,1,1,0,0,5,1,4,6,1,4,9,6,1,0,13,8,1,1
tRF-41-RPM8309MUKLY5Z1ID,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-41-RRJ89O9NF5W8EZOMD,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,1
tRF-41-RWD8YJE76INB8PLMD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-41-S5QKF1R38E8RO86JD,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
tRF-41-S5QKF1R3WE8RO86JD,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
tRF-41-S8V0JUO9YE4PRS93E,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-41-U1O0789NLJK1JKE1B,37,29,17,6,26,24,30,23,9,19,28,25,9,12,32,17,40,45,21,10,22,25,12,23
tRF-41-U47P299DWUH6QE30E,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tRF-41-UD10H7RNLEKPM43RB,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
tRF-41-UDL0HVRNLDKW343RB,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-41-UJJKIWRNL3KQNK71B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
