,Ester_24h_CNT_F_S_S5_R1_001.flexbar_q.fastq,Ester_24h_CNT_F_S_S6_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_S_S17_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_S_S18_R1_001.flexbar_q.fastq,Ester_24h_LPS_F_S_S7_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_S_S19_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_S_S20_R1_001.flexbar_q.fastq,Ester_24h_PS_F_S_S8_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_S_S1_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_S_S2_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_S_S13_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_S_S14_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_S_S3_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_S_S4_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_S_S15_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_S_S16_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_S_S10_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_S_S9_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_S_S21_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_S_S22_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_S_S11_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_S_S12_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_S_S23_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_S_S24_R1_001.flexbar_q.fastq
tRF-41-S5QKF1R38E8RO86JD,5.08,0.0,0.0,0.0,0.0,4.78,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.0,0.0,6.31,0.0,0.0,0.0,0.0,0.0
tRF-41-S5QKF1R3WE8RO86JD,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,0.0,0.0,0.0,5.92,0.0,0.0,0.0,0.0,1.45,0.0,0.0,10.9
tRF-41-S8V0JUO9YE4PRS93E,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-S998LOW3VHM96YYDD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.46,0.0,0.0,0.0,0.0
tRF-41-SB3B56M3WBKS8WP9D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0
tRF-41-SB3B5SM3WBKS8WP9D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-SERXPIN24YDRFU8U0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-SL735L8RPY8HM2OS0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-SLQ673FJIYEVFMD00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-U1O0789NLJK1JKE1B,10.16,5.2,0.0,11.64,13.96,4.78,3.5,3.9,0.0,15.56,0.0,9.27,0.66,0.0,0.0,7.9,7.71,0.0,0.0,0.0,4.34,3.28,0.0,10.9
tRF-41-U1O0I89NLJK1JKE1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-U47P299DWUH6QE30E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-UD10H7RNLEKPM43RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18,0.0,0.0,0.0,0.0,0.0,10.9
tRF-41-UDL0H5RNLDKW343RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-UDL0HVRNLDKW343RB,0.0,0.0,0.0,0.0,13.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,0.0,0.0
tRF-41-UHK0SVRNLMKWEKK1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-UJJKIWRNL3KQNK71B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-UKM7OZMEJB5Y13WBE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-UM8KSWRNLJK578Q1B,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-UMJYX9X5Q4R9OMKMD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-UMJYXZX5Q4R9OMKMD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-UMX0S75NLD4P1KP1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-UMXKS6RN23KYY8Q1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0
tRF-41-V2Y7RZ81JJ6RRNLID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-V470JPN1Y6FPZD3KE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-V470VR3196L85DMKE,0.0,2.6,0.0,11.64,41.87,9.56,3.5,0.0,0.0,0.0,8.34,0.0,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0,1.45,4.92,0.0,0.0
tRF-41-V47P596VW631QJ3KE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.31,0.0,0.0,1.64,3.88,0.0
tRF-41-V47PU9XW983FPD48E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0
tRF-41-V47PVR3196L85DMKE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,3.88,0.0
tRF-41-VDX0HXD3KY7SHRRNE,0.0,2.6,0.0,11.64,0.0,0.0,3.5,0.0,0.0,12.44,8.34,4.63,0.0,2.21,0.0,3.95,0.0,14.36,12.63,0.0,0.0,0.0,0.0,0.0
tRF-41-VH7P59N3Z6KPQJ3KE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-VH7Q2WNIYFLPD3380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-VH9154SX1HN2ZPQRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0
tRF-41-VH915HSX1HN2Y0QRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-VIJMRPFQ5DWXH913D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-VIJMRPFQJDZXHY13D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-VIJNR0FWVDX0HXD3D,0.0,0.0,0.0,0.0,0.0,0.0,10.51,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0
tRF-41-VP9N15WV7W6SJF090,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-W3FJI0E7UM8KSWRND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,0.0
tRF-41-W3FJIKE7UMKKSWRND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.0
tRF-41-W3FJIKE7UMKKSWRNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-W631QJ3KYUYRR6RBD,0.0,2.6,5.66,0.0,0.0,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,1.97,5.14,0.0,0.0,0.0,0.0,0.0,0.0,10.9
tRF-41-W77JPEMNFV7SQWU10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-W7WK6WRNLEK5LYK1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,0.0
tRF-41-WLV47PU9XW983FPDD,15.23,5.2,0.0,0.0,0.0,4.78,3.5,7.79,0.0,0.0,4.17,0.0,0.66,2.21,11.53,9.87,12.85,0.0,0.0,0.0,1.45,8.21,0.0,0.0
tRF-41-WO6V9EYK46SQYU9HE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-WP9N1EWJQ72S3HPS0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-WR381H93WB86N7O5D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-WUH6QE30YOH9R8B7D,0.0,5.2,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-XEKJ5R5N2E489B3RB,0.0,0.0,0.0,0.0,27.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-XSXMSL73VL4YMY910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0
tRF-41-Y5KKM1M3WD8S746DD,0.0,2.6,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.92,0.0,0.0,0.0,0.0
tRF-41-Y5LSM1M3WE8SSP6DD,0.0,0.0,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-YDLB5Y73W0K5KKOVD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-YDLBRY73W0K5KKOVD,96.48,75.42,53.73,267.78,362.91,181.62,210.15,132.47,165.57,158.66,175.06,222.42,30.44,72.8,190.24,69.09,43.67,100.49,164.14,538.44,62.26,47.59,131.93,381.45
tRF-41-YDXBRY73W0K5KKOVD,0.0,0.0,0.0,11.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-YE4PRS93W0K6MY6VD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-YEN0RR1380877S6VD,10.16,2.6,11.31,23.29,13.96,9.56,3.5,19.48,10.03,18.67,16.67,13.9,1.99,6.62,40.35,5.92,5.14,14.36,63.13,67.3,2.9,4.92,7.76,21.8
tRF-41-YKIR9NY5KKM1M3WDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-YP9LON4VN1EH6KK80,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76,1.97,0.0,7.18,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-Z3R918VBY9PYKHM20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-Z3RQ18XJHJX78OP3E,0.0,2.6,0.0,0.0,55.83,19.12,3.5,0.0,5.02,0.0,20.84,4.63,0.0,4.41,11.53,0.0,0.0,14.36,12.63,53.84,2.9,4.92,0.0,0.0
tRF-41-Z3U0L7SXSBJ25R93E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-Z3V0M8XXHDPORSM3E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-Z6KPQJ3KYU4RRWRBD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-ZDXPHO53KS76DRR4D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-ZOWURMJKYOSR99RHD,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-41-ZRS3S3RX8HYV45EHB,10.16,2.6,0.0,0.0,13.96,0.0,7.0,3.9,0.0,3.11,0.0,0.0,1.32,2.21,0.0,0.0,2.57,0.0,6.31,0.0,2.9,0.0,11.64,0.0
tRF-41-ZRS3S3RX8HYV4DEHB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-0HJBRR93W0K672052,30.47,5.2,11.31,69.86,27.92,4.78,14.01,15.58,0.0,18.67,4.17,37.07,16.54,8.82,34.59,5.92,10.28,14.36,6.31,40.38,5.79,1.64,27.16,10.9
tRF-42-0HLBRR33WB08Q2B52,0.0,0.0,0.0,23.29,0.0,0.0,0.0,3.9,0.0,0.0,0.0,4.63,1.99,0.0,0.0,0.0,0.0,7.18,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-17JOWU1MN0YU09FK4,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-1E8Y7Z2R1HPSR9O9J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-1HN2ZPQR16ZSIJ7KQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-1KY2PIR79O0PRMQ0Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-1SS2P4FINOW6RM7KQ,5.08,0.0,0.0,0.0,13.96,9.56,3.5,0.0,0.0,3.11,4.17,0.0,0.66,0.0,0.0,0.0,0.0,7.18,0.0,0.0,1.45,0.0,0.0,0.0
tRF-42-1SS2PMFIZOWURMJKQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-299DWUH6QE30YOH94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-32Q86N7KYUSRHYRSJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-3OPP6N7KYUSRHYR4J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-40KK5Y93W08638R52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-40KK5Y93W08638RV2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-40KK5Y93W086W8RV2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-43RX6NMH490VL8K8N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-45LSM1M3WE8SSP6D2,15.23,18.21,2.83,0.0,13.96,19.12,21.01,0.0,5.02,15.56,4.17,18.53,2.65,0.0,0.0,9.87,2.57,0.0,6.31,13.46,0.0,1.64,7.76,0.0
tRF-42-490VL8K87SIRMM121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,0.0,0.0,0.0,0.0,0.0,3.88,0.0
tRF-42-4E8BR9M3W08SQ2SV2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-4PW3FJHPEZUMXKS64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-4PW3FJI0E7UM8KSW4,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,6.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-4YDRFU8U76D7M4O15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-60MV9JKL0653L45SF,0.0,0.0,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-6978WPRLXN4VZ87HH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-6V9EYK46S9Y81H935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-7383RPD9W1X6L85JJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-7673FEWS3V2VR0PS4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-79MP9P9NH57S362VL,126.94,41.61,8.48,116.43,209.37,86.03,77.05,97.4,20.07,68.44,79.2,134.38,15.22,44.12,28.82,59.22,87.35,114.84,50.5,13.46,65.16,129.65,81.49,21.8
tRF-42-79MP9P9NH57S362VN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,0.0
tRF-42-79MP9P9NH57S3O2VL,0.0,0.0,0.0,11.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.27,0.0,0.0,0.0,0.0,0.0,0.0,18.94,0.0,0.0,4.92,0.0,0.0
tRF-42-7O3B1NR8YUP6KP6HJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-7P59N3Z6KPQJ3KYU3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-7RI3SERXPIN24YDRH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-7Z2R1HPSR9O9337KF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-83RPD9W1X6L85J3KQ,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.79,5.02,6.22,0.0,0.0,0.0,13.24,0.0,0.0,2.57,7.18,0.0,0.0,4.34,1.64,0.0,0.0
tRF-42-86J8WPMN1E8Y7Z2RH,0.0,0.0,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,2.57,14.36,0.0,13.46,2.9,0.0,11.64,0.0
tRF-42-86V8WPMN1E8Y7Z2RH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02,3.11,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,3.28,0.0,0.0
tRF-42-87R8WP9I1EWJQZ2SJ,0.0,0.0,0.0,0.0,13.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-87R8WP9N1EWJQ72SJ,142.17,72.82,56.56,279.42,502.48,143.38,91.06,120.78,120.42,177.33,241.75,143.65,27.79,61.77,224.82,163.85,372.51,387.6,82.07,269.22,141.9,210.07,139.69,228.87
tRF-42-94SX73V2Y8L981PV4,0.0,0.0,0.0,11.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tRF-42-96L85DMKYOYRLHR0J,0.0,2.6,0.0,0.0,0.0,4.78,0.0,0.0,0.0,0.0,4.17,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,13.46,0.0,0.0,3.88,0.0
tRF-42-96L85DMKYUYRLHR0J,0.0,0.0,0.0,0.0,0.0,4.78,0.0,0.0,5.02,0.0,0.0,0.0,1.32,2.21,0.0,1.97,5.14,0.0,0.0,0.0,1.45,1.64,0.0,0.0
tRF-42-9LQ4PUQ340QI6NDJ5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
