Trfs,Ester_24h_CNT_F_T_S29_R1_001.flexbar_q.fastq,Ester_24h_CNT_F_T_S30_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_T_S41_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_T_S42_R1_001.flexbar_q.fastq,Ester_24h_LPS_F_T_S31_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_T_S43_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_T_S44_R1_001.flexbar_q.fastq,Ester_24h_PS_F_T_S32_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_T_S25_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_T_S26_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_T_S37_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_T_S38_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_T_S27_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_T_S28_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_T_S39_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_T_S40_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_T_S33_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_T_S34_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_T_S45_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_T_S46_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_T_S35_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_T_S36_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_T_S47_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_T_S48_R1_001.flexbar_q.fastq
tRF-16-8871K9D,-0.30009371006059443,-0.5455889120510542,1.484605634142214,-0.638923012030565,-1.2353812743698709,1.081970288510746,0.45841607466991185,-0.30500508881078753,0.23032152054833752,1.1638016303013388,-1.2541648345306942,-0.1399583163189818,0.4553128698579103,-0.2789574296629938,1.073571461596766,-1.249926901791682,0.702803413128099,0.48053906491505166,-1.4790831668812954,0.2957406888381455,-0.8731867109818869,0.03855053081002786,-0.5542142170745075,1.3888503972463666
tRF-16-8S68L5D,-0.3896855758973423,-0.6828001153389106,1.4867207189738072,-0.41423502773755433,0.5431762426454028,0.6456037626871073,-1.4836471084828715,0.2948671031503613,0.46281098594568454,1.1822744166475623,-0.9546036798556893,-0.6904817227375581,1.3498152004917199,0.13541172370997523,-0.9110074664724054,-0.5742194577292901,0.4464733485809777,0.30534161413887934,-1.4770012962996966,0.7251863335798386,-0.914233606561603,1.3556107348888478,-0.5591332150168157,0.11775608668957051
tRF-16-8Y3DUVD,0.4605201509577206,-0.8761447464868244,1.1911534571698343,-0.7755288616407309,-1.1741232389457288,1.0644990866316941,-0.4362416820724637,0.5458658343864985,-0.9592864309428442,1.363767318792899,-0.46501967567992003,0.06053878782986536,0.7908158906979845,0.886282535037382,-0.5362381724595919,-1.140860253275774,0.9280242892750938,-0.931035260317933,-0.795971702110573,0.7989826731534122,0.10075509792586496,0.7283410867895,-1.4430585273512837,0.6139623426359179
tRF-16-9N1EWJ0,1.1383817650082635,-1.2643690387418731,0.2838119947949986,-0.157824721061389,-0.5686168098748391,1.4971445962207868,-0.41870592720429933,-0.509821859141648,-0.4061272173152544,1.3473491122507828,-1.0076219926613346,0.06640009772580598,0.8393260882582528,-1.0241914912061147,0.8764849632226474,-0.6916195602747871,-0.6890181508206049,0.09594571353796022,-0.7851709852639804,1.3782434225466254,-0.6713307403892192,1.48498469107925,-0.48781811230449673,-0.32583583838553454
tRF-16-BS68BFD,0.1771809670134162,-0.2496440058917213,-1.1686874258116862,1.2411504646899907,-0.3879190136869837,1.3493781018158448,0.05148084106873998,-1.0129399291976007,0.3991607018498305,1.2257304013727102,-0.7172610765547724,-0.9076300266677685,0.9073146832033417,0.7888853369918865,-0.6073794911678084,-1.0888205290274204,-1.391699034694355,0.9226956541546244,0.008864325061747438,0.46013905547798306,1.468919460819452,-0.4717795313702453,-0.25102636053033506,-0.7461135689188718
tRF-16-JMRPFQD,0.6762832375772397,-0.096446883582749,-1.3774001038614136,0.7975637498669237,-0.010293701016157113,1.2601777532890928,-0.06336344847723328,-1.1865206037957021,0.34281785030096296,1.2393057471371165,-0.5730713770914655,-1.0090522203466141,-1.3186089669287338,-0.2125457333234106,0.6174602587270184,0.9136944415251277,-0.6910260958441171,-0.6442856039501517,-0.11203970851053485,1.447351408304804,-0.5374732272129586,-0.27040390224137556,-0.6711594613928317,1.4790365908471663
tRF-16-K8KDP1B,-0.39096589560343503,-0.670774205540843,1.488356763917845,-0.4266166627735669,-1.1532141336605268,-0.4438850851752501,0.48414522356931605,1.1129539952664613,0.09056229538879317,1.3544205894850259,-0.9605624073232385,-0.48442047755058076,1.3202442861827455,-0.7320937240937737,0.22939069784121813,-0.8175412599301892,0.11004054852881127,-1.0007441222798243,-0.4461990673261615,1.3369026410771747,-0.7300824863143096,0.5750777493825372,-0.9530925837599116,1.1080973206916835
tRF-16-K8QJP1B,0.030654420476198825,-0.8290332870276097,1.3974528524761458,-0.5990739859247347,-1.1101592628034258,1.2206372322255372,0.31319585868239896,-0.4236738281045102,-0.39565684923653877,1.396176532192244,-0.9438964780493617,-0.05662320490634383,1.077730632027521,-0.9932312075576278,0.6090637210501751,-0.6935631455200684,-0.2237031712309245,-0.1494495491037263,-1.0088315716926197,1.3819842920272714,-1.1142030315337654,0.4205972473699021,-0.47206982944231207,1.1656756136061757
tRF-16-KQ3SW1B,1.258914231582959,-0.6989376099022337,0.34042859196272873,-0.9004052136434542,-1.062964870398288,0.8049220599092275,0.9000314945909957,-0.6419886841019364,0.49592088854609623,1.0438495264354222,-1.2592696029500017,-0.2805008120315171,1.3497446062170975,-0.5347244575682566,-0.9367219086187778,0.12170175996993582,1.3667196626791123,-0.8907103462749079,-0.5737277643724458,0.09771844796824224,-1.4096193384845355,0.4069981113304575,0.08615931864115255,0.9164619085129252
tRF-16-MBQ4NKD,0.27277647025528423,-0.9392790740190939,1.2875140953442017,-0.6210114915803918,-0.8649597654570995,1.4425153752472897,-0.24290430973987973,-0.3346513000503102,-0.009573534454019726,1.3034996733960695,-1.1284578889528432,-0.16546824998920642,-0.4148420680064817,0.7769543950359892,0.8578579951030324,-1.219970322132539,-0.33841629269689616,1.434821502341916,-0.8841411984569756,-0.21226401118804492,-0.6446293748758436,1.4249961048775512,-0.7432789281875122,-0.037087801814195104
