Sample_ID,Ester_24h_CNT_F_S_S6_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_S_S17_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_S_S18_R1_001.flexbar_q.fastq,Ester_24h_LPS_F_S_S7_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_S_S19_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_S_S20_R1_001.flexbar_q.fastq,Ester_24h_PS_F_S_S8_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_S_S1_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_S_S2_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_S_S13_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_S_S14_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_S_S3_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_S_S4_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_S_S15_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_S_S16_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_S_S10_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_S_S9_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_S_S21_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_S_S22_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_S_S11_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_S_S12_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_S_S23_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_S_S24_R1_001.flexbar_q.fastq
tRF-22-Q3V2Y7RZ5,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0
tRF-22-Q3V6M7QZ1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-22-QJ3KYU4R4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-22-QJ3KYUYR4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
tRF-22-R29P4P9LL,9,13,7,7,7,4,14,9,9,8,6,19,11,3,12,19,12,2,2,6,15,13,6
tRF-22-R2IP4OI3H,0,0,0,3,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,2,2,1,0
tRF-22-R2YJ8B9LL,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
tRF-22-R4VIJ4S2M,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2
tRF-22-R9O9337KF,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-22-RBYJ8B9LL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
tRF-22-RESJ83RPH,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,2,0,0,0,0,0
tRF-22-REVI2ERPH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-RK9P4P9LL,2,1,1,2,2,3,6,1,2,6,3,5,0,3,3,3,4,1,0,0,1,1,2
tRF-22-RKIP4OI3H,1,2,0,1,9,7,8,2,1,1,2,1,4,1,5,6,5,1,3,3,4,3,1
tRF-22-RNLNKSEKL,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-22-RP9830MMO,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0
tRF-22-RPD9W1X6K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
tRF-22-RPM8309MO,1,1,0,1,0,0,1,0,1,0,0,2,1,0,0,1,0,0,0,1,2,2,0
tRF-22-RPM830MMO,0,2,0,0,1,1,0,1,5,1,2,2,1,0,0,2,0,0,0,6,5,2,1
tRF-22-RX6NMH491,1,1,0,0,1,0,3,1,2,1,0,0,0,0,1,0,1,0,0,0,0,1,3
tRF-22-RX8HWVZ51,3,2,0,1,1,3,2,0,1,0,2,5,0,0,3,1,1,0,0,2,1,1,0
tRF-22-RXSINHZ4M,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
tRF-22-RZ81JJ6R4,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,2,0
tRF-22-S2I7L7P5M,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-S3M8309NF,21,0,8,14,24,13,19,10,12,11,14,13,7,6,18,40,14,8,12,25,27,17,4
tRF-22-S4I7LZM3M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-S5R8309NF,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-22-S8V0J6OZQ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-S9Y8RH935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
tRF-22-SBKKRSL35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
tRF-22-SL73VL4YK,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,3,0,0
tRF-22-SX73V2Y8K,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
tRF-22-SXQ3V2Y74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-22-U1J0SU9EK,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-U1O0789NK,1,1,1,2,0,0,0,4,3,0,2,1,2,1,2,0,3,3,0,1,2,0,0
tRF-22-U4307W5N2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-U4307W5NK,3,2,0,1,0,1,0,0,1,2,0,0,3,0,0,0,0,2,0,0,2,1,0
tRF-22-U47P299DQ,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-UDJKSV5N2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tRF-22-UDJKWH19F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-UHK0SVRNK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-UJJKIWRNK,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
tRF-22-ULE1D3L8N,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-UMJYX9X5M,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,1
tRF-22-UMJYXZX5M,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-UMX0S75N2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-UMX0S75NK,0,0,2,0,1,0,2,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0
tRF-22-UMX0SW5NK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
tRF-22-UMXKS6RN2,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
tRF-22-V2Y7RZ812,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0
tRF-22-V2Y8L981M,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,4,0,0
tRF-22-V47P596V5,3,2,4,2,4,0,2,0,9,2,0,8,0,8,8,1,0,2,1,2,6,4,0
tRF-22-V47PU9XWP,0,0,1,1,6,0,2,1,1,0,1,2,0,0,0,6,0,0,1,2,4,0,0
tRF-22-V81H93WB5,0,1,0,0,2,1,0,1,1,1,1,3,1,1,1,2,1,0,0,1,0,0,2
tRF-22-VBY9PYKHK,2,4,2,5,4,1,4,0,3,10,2,11,2,0,13,6,2,1,1,3,27,7,3
tRF-22-VF4YO9XEJ,7,2,0,7,7,9,4,3,10,5,5,7,7,2,3,10,3,0,1,4,4,7,5
tRF-22-VH915HSXH,0,0,0,2,1,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tRF-22-VHJYOZ4E5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
tRF-22-VKXU53K8N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-VL4YMY91M,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0
tRF-22-VM7JL3RXH,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1
tRF-22-VOXS1N70Q,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-VP9N15WVN,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
tRF-22-W03638F52,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
tRF-22-W087W4SV2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
tRF-22-W08Y3HSV2,0,0,1,2,0,0,0,0,0,3,0,0,0,0,1,1,0,3,0,1,3,0,0
tRF-22-W0K672052,36,21,21,22,23,50,26,22,61,27,38,78,21,15,27,42,18,7,25,71,165,31,13
tRF-22-W1X6L85JJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-22-W282FNPKQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-W3VHM96YQ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
tRF-22-W631QJ3KQ,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,0,0,0
tRF-22-WB08P2B52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tRF-22-WB08Q2B52,8,5,7,10,7,17,5,4,20,5,19,5,12,4,6,13,5,5,2,20,26,13,4
tRF-22-WB0Q37Q52,31,9,21,24,24,27,24,8,20,33,23,9,22,15,12,24,18,13,10,25,18,23,13
tRF-22-WB365K652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
