Sample_ID,Ester_24h_CNT_F_S_S6_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_S_S17_R1_001.flexbar_q.fastq,Ester_24h_CNT_M_S_S18_R1_001.flexbar_q.fastq,Ester_24h_LPS_F_S_S7_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_S_S19_R1_001.flexbar_q.fastq,Ester_24h_LPS_M_S_S20_R1_001.flexbar_q.fastq,Ester_24h_PS_F_S_S8_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_S_S1_R1_001.flexbar_q.fastq,Ester_4h_CNT_F_S_S2_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_S_S13_R1_001.flexbar_q.fastq,Ester_4h_CNT_M_S_S14_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_S_S3_R1_001.flexbar_q.fastq,Ester_4h_LPS_F_S_S4_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_S_S15_R1_001.flexbar_q.fastq,Ester_4h_LPS_M_S_S16_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_S_S10_R1_001.flexbar_q.fastq,Ester_7d_CNT_F_S_S9_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_S_S21_R1_001.flexbar_q.fastq,Ester_7d_CNT_M_S_S22_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_S_S11_R1_001.flexbar_q.fastq,Ester_7d_LPS_F_S_S12_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_S_S23_R1_001.flexbar_q.fastq,Ester_7d_LPS_M_S_S24_R1_001.flexbar_q.fastq
tRF-23-R9O933IKR,0,1,0,0,0,0,0,1,5,0,0,2,0,3,0,0,0,0,0,1,0,0,0
tRF-23-RESJ83RP9,0,1,0,1,1,1,0,0,2,0,2,2,1,0,11,5,0,0,0,20,1,2,1
tRF-23-REVI2ERP9,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1
tRF-23-RK9P4P9LDS,5,1,2,0,3,4,0,2,4,1,5,7,1,0,2,3,8,0,3,0,0,4,0
tRF-23-RKIP4OI3X,6,3,4,16,13,15,8,5,20,9,7,14,8,7,12,19,7,3,5,13,21,7,5
tRF-23-RM7KYUPR8,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-23-RP9830MM0F,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
tRF-23-RPD9W1X6DM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-23-RPFQ5DWXDD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
tRF-23-RPFQJDZXDD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
tRF-23-RPFQRDWXDD,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0
tRF-23-RPM8309M0F,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-23-RPM830MM0F,0,3,2,2,1,0,7,2,2,1,0,1,2,0,5,1,1,1,2,4,4,1,0
tRF-23-RQ59W3ZK0J,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0
tRF-23-RX6N38Z9V,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-23-RX6NMH49V,8,5,6,4,5,5,7,3,7,3,4,3,2,4,4,6,6,2,5,7,11,1,1
tRF-23-RX8HWVZ58,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-23-RXPIN24Y7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-23-RXSINHZ4DV,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-23-S2I7L7P5D8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
tRF-23-S3M8309NS,42,23,19,34,60,30,45,14,52,30,30,29,31,38,36,82,53,10,17,55,73,21,15
tRF-23-S998LOW30H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-23-S9Y8RH930K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tRF-23-SJ7JLJR7S,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-23-SL73VL4YDN,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
tRF-23-SP58309M0F,0,0,1,0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0
tRF-23-U1J0SU9EDL,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-23-U1O0789NDL,2,0,4,0,0,0,2,1,4,1,2,0,3,1,0,1,0,1,0,3,4,2,0
tRF-23-U4307W5NDL,2,2,1,2,0,1,5,2,1,7,2,5,1,1,2,0,1,2,1,2,0,2,0
tRF-23-UD10H7RNDL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-23-UDJKSV5NDF,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
tRF-23-UDL0HVRNDL,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-23-UHK0SVRNDL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-23-UJJKIWRNDL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
tRF-23-UKMYOZOED2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-23-ULE1D3L80E,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
tRF-23-UMJYX9X5D8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-23-UMX0S75NDL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-23-UMX0SW5NDL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-23-UMXKS6RNDF,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tRF-23-V2Y7RZ81DH,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
tRF-23-V2Y8L981DV,3,3,2,3,0,3,2,0,3,0,0,5,5,0,1,1,0,0,0,3,8,1,1
tRF-23-V47P596V03,3,2,0,2,2,2,5,4,5,6,5,0,2,3,5,4,3,0,0,2,4,0,3
tRF-23-V47PU9XW0N,0,0,0,0,0,0,1,2,0,0,0,2,0,0,1,2,1,0,0,1,4,0,0
tRF-23-V81H93WB0J,0,2,0,0,0,0,0,0,0,0,0,3,0,1,3,0,1,0,0,0,0,1,0
tRF-23-V8WPMN1E0J,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0
tRF-23-VF4YO9XED2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-23-VH915HSXY,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-23-VHM96YYDDL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-23-VIJMRPFQDY,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
tRF-23-VM7JL3RXY,0,0,0,0,3,1,1,0,1,0,0,2,0,1,0,0,1,0,1,0,1,0,0
tRF-23-VOXS1N7005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
tRF-23-VP9N15WV0E,0,4,0,0,4,3,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0
tRF-23-WBH6IK79DJ,0,0,1,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0
tRF-23-WJ9X0UD304,0,0,1,0,0,1,2,1,0,1,0,0,0,0,0,5,0,0,0,1,0,2,0
tRF-23-WKXU53K80E,0,0,0,1,0,1,0,2,0,1,0,6,2,0,4,0,1,0,0,0,2,1,0
tRF-23-WO1M38YU0J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-23-WP9I1EWJDW,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-23-WP9N1EWJDW,11,2,7,0,3,4,11,25,3,4,9,15,13,2,10,5,3,3,2,14,12,7,2
tRF-23-WPMN1E8Y0E,2,1,0,0,0,0,1,0,2,0,3,1,0,0,0,3,0,1,0,3,4,3,3
tRF-23-WPRLXN4V0Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-23-WUH6QE3005,1,1,0,0,0,4,5,1,3,1,2,6,4,1,7,5,3,2,4,5,6,1,0
tRF-23-WURMJKYO0D,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tRF-23-WVEH93WB0J,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-23-X0S75NLDD5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-23-X1W4QFE39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-23-XIP2801MD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
tRF-23-XIW282FNDS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-23-XSXMSL730H,13,16,5,2,15,17,11,11,19,12,6,42,16,7,23,14,11,9,3,23,18,24,9
tRF-23-XU53185SD0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-23-XXHDPORSD4,2,1,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,2,1,0,0,0
tRF-23-Y2PPEVNK0Q,9,12,29,14,28,20,11,8,19,25,15,9,4,37,16,10,4,13,21,18,1,20,20
tRF-23-Y3E7QN7JDM,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
tRF-23-Y6FPZD3K05,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
tRF-23-Y8NNBSBK0P,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-23-YDLBRY730K,2,4,4,1,4,4,1,6,5,3,2,5,3,4,1,5,0,3,3,5,0,2,2
tRF-23-YEN0RR1302,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
tRF-23-YJE76INB0J,1,1,2,5,4,1,2,1,4,1,3,4,3,1,9,2,4,0,0,4,4,5,3
tRF-23-YKIR9NY5D2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
tRF-23-YKISQI45DM,1,0,2,1,1,0,0,1,0,0,0,3,2,2,0,0,1,0,3,0,0,0,1
tRF-23-YO8R6546D2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,1
tRF-23-YO8R6Q46D2,0,0,0,0,0,3,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0
tRF-23-YOH5S8R6D2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-23-YOH9R8B7D2,1,0,1,1,1,3,0,2,2,2,1,2,0,0,1,4,6,1,2,1,4,1,2
tRF-23-YOH9R8O7D2,0,1,0,0,0,1,2,1,1,0,0,0,4,0,0,2,1,0,0,2,1,0,0
tRF-23-YOHR6HFRD2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-23-YOS5S8R6D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-23-YRL51NLED3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,1,0,0,0
tRF-23-YRLV1NLED3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tRF-23-YS56O2Z0DZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-23-YSV4V4SQD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-23-YU476YQSD2,1,1,1,1,3,2,3,1,2,2,5,5,0,2,9,15,2,1,5,3,4,2,0
tRF-23-YU4RRQRBD2,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0
tRF-23-YU4RRWRBD2,1,0,0,0,3,4,0,0,1,1,0,0,0,2,0,2,0,1,0,2,1,0,0
tRF-23-YU8R6546D2,2,2,0,5,4,0,3,0,0,0,2,0,1,2,1,2,0,0,3,4,1,3,0
tRF-23-YU8R6Q46D2,47,4,5,6,16,22,18,14,25,23,21,13,12,21,11,138,36,3,9,28,29,10,5
tRF-23-YU8RFQ46D2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,4,0,2,1
tRF-23-YU8SRZMFD2,0,1,0,5,2,1,0,0,7,1,1,2,2,1,4,12,7,1,0,4,2,1,0
tRF-23-YUBS68BFD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-23-YUH7PU4HD2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
tRF-23-YUHR0VX6D2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
tRF-23-YUHRE9XFD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-23-YUHRERXFD2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0
tRF-23-YUHRF8X7D2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0
tRF-23-YUHRH7MSD2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-23-YUHSQSD2D2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-23-YUPR18B6D2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
tRF-23-YUYR66EFD2,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,1,2,2,0,1,0,0,0
tRF-23-YUYR66IFD2,2,1,0,2,3,2,1,0,0,0,0,4,0,0,3,7,3,0,0,0,0,1,0
tRF-23-YUYRRHQFD2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,1,1,0,0
tRF-23-YUYSQSD2D2,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2
tRF-23-YXI6D3880E,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
tRF-23-Z4NY2V7K05,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-23-Z4PVFO3S0E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
tRF-23-Z5EFOK8YDZ,3,1,5,2,5,4,4,1,3,2,11,6,5,1,2,3,2,4,2,6,13,3,1
tRF-23-Z87HFK8SDZ,5,1,1,7,6,11,7,1,7,11,7,6,6,5,2,5,8,0,2,10,20,7,6
tRF-23-ZKXU53K80E,2,5,3,5,1,10,7,2,3,1,10,8,6,5,4,6,3,2,0,6,31,6,0
tRF-23-ZLB6R3LU0E,1,0,0,1,0,1,1,1,2,1,3,3,4,2,1,2,0,2,0,0,9,1,0
tRF-23-ZOWURMJK05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-23-ZR3FJ3WB0J,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
tRF-23-ZR3HJ3WB0J,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-23-ZRS3S3R602,0,2,0,2,1,0,1,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,0
tRF-23-ZVEH93WB0J,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
tRF-23-ZVILXKKSDZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
tRF-24-04SXQ3V2KJ,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0
tRF-24-0P58309N0Y,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0
tRF-24-0PD8309N0Y,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-24-18WO6V9EKH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-24-18YKISQIH2,0,2,1,0,1,0,4,0,2,1,0,5,1,1,5,0,0,0,0,0,2,2,0
tRF-24-1EWJQ72S1M,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0
tRF-24-1NLI38NJJM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
tRF-24-1Z3L7L73JD,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-24-2IUIX1Q7HV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
tRF-24-2J1Y0SR9IE,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,2,0,0,1,1,0,1,0
tRF-24-2R1HPSR9HW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-24-2S3HPSR9IE,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
tRF-24-2VR008R9IE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-24-309MUKL6HW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-24-309NDJ78EQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-24-3196L85D1Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-24-32VIJMRPEU,1,1,0,0,1,0,1,2,0,0,0,4,1,4,0,0,1,2,0,1,4,1,0
tRF-24-392J1Y0S2E,0,0,0,2,3,1,1,0,2,0,0,0,1,2,2,0,0,0,0,4,2,0,0
tRF-24-3HPSR95914,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,1,0,0,0
tRF-24-3IRW18V6JU,1,1,0,0,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0
tRF-24-3JVIJMRPEU,10,14,11,1,14,16,3,3,13,16,7,19,15,10,14,15,2,4,6,19,81,15,8
tRF-24-3K7SIR3DIY,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
tRF-24-3R6J9KIWIZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tRF-24-3V2VR0PS2E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-24-3W2VR0082E,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tRF-24-43RX6NMHH3,4,0,2,1,2,0,5,3,1,2,4,3,1,0,0,9,1,0,0,0,0,5,4
tRF-24-4656OKNHKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0
tRF-24-4656OKZHKE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-24-4YDRFU8U25,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
tRF-24-5P4PN3FJIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-24-5SB1H7NIE2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
tRF-24-60MV9JKLEJ,1,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0
tRF-24-66XMSL732Z,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1
tRF-24-73V2Y8L9J1,3,3,2,0,5,0,5,1,3,6,4,2,0,2,2,2,1,1,0,0,2,3,3
tRF-24-73V2Y8L9JI,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tRF-24-73V6M9P9E1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-24-73VL4YMYJ9,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0
tRF-24-76D6MSRME2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
tRF-24-76D7LYR1J2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
tRF-24-76D7M461J2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
tRF-24-76D7M4O1J2,0,0,0,0,1,0,0,1,2,0,1,0,0,2,0,0,1,0,0,0,1,0,0
tRF-24-76DRMD5112,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-24-76DRR4KRJ2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
tRF-24-76HRMF3RE2,1,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,1,0,0,3,1,5,0
tRF-24-76HRMFWRE2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
tRF-24-79M89P9NF2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0
tRF-24-79MP909NF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-24-79MP9P9MF2,7,3,5,7,3,2,5,3,4,8,3,7,0,1,10,5,3,1,0,4,4,3,7
tRF-24-79MP9P9NFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-24-79MP9PMNF2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tRF-24-7P299DWUFJ,6,0,1,3,3,2,3,0,3,0,3,3,3,0,0,1,2,0,0,1,1,0,0
tRF-24-7P299DZUFJ,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0
tRF-24-7P596VW61M,0,1,1,0,0,5,3,2,0,1,1,5,1,3,4,1,1,0,0,1,0,1,1
tRF-24-7P59N3Z612,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
tRF-24-7PU9XW981M,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-24-7SB1RHODE2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-24-7SBRMR71J2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-24-7SDR29NDE2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-24-7SDR69OKE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-24-7SDRJH71J2,0,2,0,0,2,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0
tRF-24-7SER9I69I2,1,1,1,1,2,2,0,2,12,2,1,1,2,1,3,8,3,0,0,0,6,1,0
tRF-24-7SERM492E2,3,0,0,1,1,1,5,2,17,3,0,0,5,0,0,8,0,0,0,5,3,1,0
tRF-24-7SERML92E2,2,0,0,0,3,0,0,2,1,3,0,3,3,3,0,1,1,0,0,5,1,0,1
tRF-24-7SFRJ4O1E2,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
tRF-24-7SHRJFWRE2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tRF-24-7SHRMF3RE2,2,1,0,0,0,2,1,1,3,0,1,0,0,3,2,7,2,1,1,1,0,0,1
tRF-24-7SHRMFWRE2,28,12,0,7,12,12,8,8,48,13,15,14,6,15,17,116,38,7,4,31,15,17,3
tRF-24-7SHRRNWJE2,0,0,0,0,1,1,0,1,1,6,1,0,0,2,4,9,0,1,0,0,1,3,0
tRF-24-7SIR69OKE2,0,1,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-24-7SIRM1BVE2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-24-7SIRM1DVE2,0,2,0,0,1,0,0,0,3,0,0,1,0,1,3,1,1,1,0,1,0,0,0
tRF-24-7SIRMJ6VE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
tRF-24-7SIRMM12E2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-24-83ML5F82HQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-24-83ML5F92H3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-24-86J8WPMNEX,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-24-86V8WPMNEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
tRF-24-87R718YKFQ,1,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-24-8LHYD33U25,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tRF-24-8LHYD3MU25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0
tRF-24-8PHPD3XW25,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0
tRF-24-8R90Q4R9H7,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
tRF-24-8RQFR9OMHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-24-915HSX1HHM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-24-91D4S0QM2D,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
tRF-24-99BMEMR3FV,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-24-99DMEMR3FV,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tRF-24-99OMEMR3FV,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
